Timestamp,Campus_Location,Ambient_Temp_C,Activity_Level,Total_Demand_Liters
1/28/2025,Garden_Irrigation,41.7,Medium,1850
1/29/2025,Main_Hostel_A,22.7,High,1770
1/30/2025,Central_Canteen,37.7,Low,1460
1/31/2025,Central_Library,17.1,Medium,480
2/1/2025,Academic_Block_1,35.4,Medium,1620
2/2/2025,Boys_Hostel_C,17.7,Low,900
2/3/2025,Campus_Laundry,39.9,High,3258
2/4/2025,Garden_Irrigation,36.9,Low,1265
2/5/2025,Campus_Laundry,17.8,Medium,2097
2/6/2025,Academic_Block_1,23.3,High,1460
2/7/2025,Indoor_Stadium,18.4,Medium,1265
2/8/2025,Garden_Irrigation,17.6,Medium,1195
2/9/2025,Academic_Block_1,20.4,Medium,1335
2/10/2025,Boys_Hostel_C,37.1,Low,1602
2/11/2025,Central_Canteen,17.2,High,1425
2/12/2025,Main_Hostel_A,23.9,High,1800
2/13/2025,Central_Library,41.8,Medium,734
2/14/2025,Garden_Irrigation,33.4,High,1710
2/15/2025,Boys_Hostel_C,41.5,Low,1806
2/16/2025,Academic_Block_1,20.9,Low,960
2/17/2025,Main_Hostel_A,40.6,High,2220
2/18/2025,Campus_Laundry,20.6,Medium,2016
2/19/2025,Indoor_Stadium,17.4,High,1275
2/20/2025,Boys_Hostel_C,32.5,Medium,1956
2/21/2025,Academic_Block_1,34.8,Medium,1580
2/22/2025,Boys_Hostel_C,19.3,Medium,1416
2/23/2025,Main_Hostel_A,15.1,Low,888
2/24/2025,Indoor_Stadium,33.2,Medium,1590
2/25/2025,Campus_Laundry,39.7,Medium,2889
2/26/2025,Main_Hostel_A,26,Medium,1524
2/27/2025,Boys_Hostel_C,17.3,Medium,1518
2/28/2025,Academic_Block_1,30.2,Medium,1520
3/1/2025,Girls_Hostel_B,29.7,Low,1374
3/2/2025,Central_Canteen,27.9,Low,1165
3/3/2025,Girls_Hostel_B,27.7,Medium,1758
3/4/2025,Boys_Hostel_C,28.7,Medium,1644
3/5/2025,Main_Hostel_A,16.4,Medium,1386
3/6/2025,Academic_Block_1,28.5,Medium,1370
3/7/2025,Boys_Hostel_C,38.4,High,2190
3/8/2025,Central_Library,38,Low,570
3/9/2025,Girls_Hostel_B,33.9,Medium,1944
3/10/2025,Boys_Hostel_C,33.6,Medium,1962
3/11/2025,Boys_Hostel_C,17.9,Low,1080
3/12/2025,Central_Canteen,37.5,Medium,1630
3/13/2025,Boys_Hostel_C,21.2,Low,1176
3/14/2025,Indoor_Stadium,32.3,Medium,1595
3/15/2025,Indoor_Stadium,21.9,Medium,1370
3/16/2025,Girls_Hostel_B,24,High,1800
3/17/2025,Garden_Irrigation,29.1,Medium,1530
3/18/2025,Main_Hostel_A,22.5,Low,1242
3/19/2025,Main_Hostel_A,17.3,Medium,1434
3/20/2025,Girls_Hostel_B,35.1,High,2268
3/21/2025,Main_Hostel_A,29.2,Medium,1812
3/22/2025,Main_Hostel_A,24.3,Medium,1716
3/23/2025,Central_Library,37.6,Medium,690
3/24/2025,Boys_Hostel_C,16.7,Low,948
3/25/2025,Academic_Block_1,17,Medium,1225
3/26/2025,Main_Hostel_A,39.2,Medium,2166
3/27/2025,Academic_Block_1,20.4,Medium,1285
3/28/2025,Boys_Hostel_C,37.3,High,2220
3/29/2025,Academic_Block_1,19.9,Medium,1220
3/30/2025,Main_Hostel_A,30.1,Low,1308
3/31/2025,Girls_Hostel_B,17.3,Low,960
4/1/2025,Academic_Block_1,28.9,Medium,1555
4/2/2025,Central_Canteen,17.4,Medium,1075
4/3/2025,Campus_Laundry,31.9,High,2916
4/4/2025,Campus_Laundry,27.8,Low,1818
4/5/2025,Central_Canteen,41.4,Medium,1700
4/6/2025,Garden_Irrigation,36.7,High,1825
4/7/2025,Central_Canteen,22.8,Medium,1300
4/8/2025,Boys_Hostel_C,26.8,Medium,1770
4/9/2025,Central_Library,29.1,High,702
4/10/2025,Main_Hostel_A,27.6,Low,1200
4/11/2025,Campus_Laundry,24.3,Medium,2322
4/12/2025,Central_Library,21,Low,328
4/13/2025,Boys_Hostel_C,16.8,Medium,1500
4/14/2025,Main_Hostel_A,26.8,Low,1320
4/15/2025,Central_Canteen,16.3,Low,850
4/16/2025,Academic_Block_1,34.5,Medium,1475
4/17/2025,Girls_Hostel_B,37.6,Low,1722
4/18/2025,Indoor_Stadium,15.8,High,1270
4/19/2025,Girls_Hostel_B,25.1,High,1728
4/20/2025,Indoor_Stadium,21.8,Medium,1180
4/21/2025,Indoor_Stadium,39.5,Medium,1790
4/22/2025,Boys_Hostel_C,35.4,Medium,2028
4/23/2025,Main_Hostel_A,37,High,2292
4/24/2025,Boys_Hostel_C,33.4,High,2202
4/25/2025,Academic_Block_1,27,Medium,1305
4/26/2025,Campus_Laundry,17.9,Medium,1881
4/27/2025,Indoor_Stadium,17.8,Low,860
4/28/2025,Boys_Hostel_C,30.6,Medium,1710
4/29/2025,Central_Library,15.5,Low,326
4/30/2025,Main_Hostel_A,29.8,Low,1386
5/1/2025,Boys_Hostel_C,24.9,High,1812
5/2/2025,Main_Hostel_A,41.9,Medium,2166
5/3/2025,Garden_Irrigation,35.5,High,1760
5/4/2025,Central_Canteen,26.9,Low,1165
5/5/2025,Indoor_Stadium,31.9,Medium,1560
5/6/2025,Central_Library,25.9,Low,462
5/7/2025,Central_Canteen,25.6,Medium,1360
5/8/2025,Garden_Irrigation,17.1,Low,965
5/9/2025,Main_Hostel_A,25.5,Medium,1500
5/10/2025,Girls_Hostel_B,24.7,High,1974
5/11/2025,Girls_Hostel_B,27.7,Medium,1812
5/12/2025,Academic_Block_1,18.6,Low,845
5/13/2025,Central_Library,40.2,High,740
5/14/2025,Central_Canteen,30.2,Low,1090
5/15/2025,Girls_Hostel_B,39.8,Medium,1926
5/16/2025,Central_Canteen,19.2,Low,830
5/17/2025,Main_Hostel_A,15,Medium,1410
5/18/2025,Boys_Hostel_C,16,Medium,1272
5/19/2025,Academic_Block_1,31.5,Medium,1380
5/20/2025,Central_Library,18.3,Medium,452
5/21/2025,Main_Hostel_A,16.9,Medium,1314
5/22/2025,Academic_Block_1,32.9,Medium,1590
5/23/2025,Main_Hostel_A,41.1,Medium,2052
5/24/2025,Main_Hostel_A,21.8,Medium,1584
5/25/2025,Campus_Laundry,35.1,Medium,2781
5/26/2025,Boys_Hostel_C,26.9,High,1902
5/27/2025,Main_Hostel_A,25.3,Low,1182
5/28/2025,Academic_Block_1,18.2,Low,805
5/29/2025,Main_Hostel_A,22.1,High,1836
5/30/2025,Central_Library,24.6,High,624
5/31/2025,Central_Library,41.2,High,744
6/1/2025,Academic_Block_1,20.6,Low,910
6/2/2025,Boys_Hostel_C,30.2,Medium,1872
6/3/2025,Central_Canteen,25.9,Medium,1345
6/4/2025,Central_Library,24.5,Medium,526
6/5/2025,Indoor_Stadium,25.3,Low,1075
6/6/2025,Garden_Irrigation,16.1,Medium,1070
6/7/2025,Indoor_Stadium,40.6,Low,1360
6/8/2025,Campus_Laundry,40.5,Medium,2988
6/9/2025,Girls_Hostel_B,25.4,Low,1278
6/10/2025,Campus_Laundry,21.6,Medium,2367
6/11/2025,Main_Hostel_A,15.1,High,1590
6/12/2025,Boys_Hostel_C,33.2,High,2232
6/13/2025,Central_Canteen,28.8,Low,1045
6/14/2025,Girls_Hostel_B,26.2,High,1806
6/15/2025,Boys_Hostel_C,19,Low,996
6/16/2025,Main_Hostel_A,37.6,Low,1698
6/17/2025,Main_Hostel_A,35.7,Low,1698
6/18/2025,Central_Canteen,33.9,High,1760
6/19/2025,Campus_Laundry,40.7,Medium,3276
6/20/2025,Central_Library,22.1,Medium,492
6/21/2025,Girls_Hostel_B,36.8,Medium,1938
6/22/2025,Indoor_Stadium,17.2,Low,850
6/23/2025,Academic_Block_1,35.8,Medium,1600
6/24/2025,Academic_Block_1,36.9,Medium,1610
6/25/2025,Campus_Laundry,21.7,Medium,2214
6/26/2025,Indoor_Stadium,18.6,Low,1005
6/27/2025,Girls_Hostel_B,16.1,Low,1062
6/28/2025,Central_Canteen,19.5,Medium,1205
6/29/2025,Indoor_Stadium,30.7,High,1690
6/30/2025,Indoor_Stadium,22.5,Medium,1190
7/1/2025,Campus_Laundry,31,Low,2232
7/2/2025,Academic_Block_1,33.7,Medium,1565
7/3/2025,Girls_Hostel_B,41.3,High,2256
7/4/2025,Main_Hostel_A,21.5,Low,1182
7/5/2025,Main_Hostel_A,24.8,Medium,1554
7/6/2025,Campus_Laundry,31.9,Low,2277
7/7/2025,Academic_Block_1,32.5,Medium,1495
7/8/2025,Boys_Hostel_C,22.4,Low,1074
7/9/2025,Main_Hostel_A,21.3,High,1842
7/10/2025,Garden_Irrigation,37,Low,1260
7/11/2025,Girls_Hostel_B,16.7,Medium,1416
7/12/2025,Main_Hostel_A,33.4,Low,1482
7/13/2025,Campus_Laundry,26.6,Low,1917
7/14/2025,Boys_Hostel_C,26.7,Low,1446
7/15/2025,Indoor_Stadium,39.7,Medium,1765
7/16/2025,Garden_Irrigation,24.2,Medium,1335
7/17/2025,Boys_Hostel_C,36.7,High,2058
7/18/2025,Indoor_Stadium,41.4,Medium,1795
7/19/2025,Academic_Block_1,25,Medium,1440
7/20/2025,Indoor_Stadium,25.1,Low,1015
7/21/2025,Garden_Irrigation,25.1,High,1550
7/22/2025,Central_Canteen,20.3,Low,1030
7/23/2025,Girls_Hostel_B,20.4,Medium,1356
7/24/2025,Indoor_Stadium,40.3,Medium,1695
7/25/2025,Garden_Irrigation,37.1,Low,1310
7/26/2025,Campus_Laundry,19.6,High,2754
7/27/2025,Boys_Hostel_C,15.4,Medium,1326
7/28/2025,Girls_Hostel_B,36.4,Low,1590
7/29/2025,Campus_Laundry,19.5,Medium,2331
7/30/2025,Main_Hostel_A,33.6,Medium,1896
7/31/2025,Academic_Block_1,37.7,Medium,1625
8/1/2025,Academic_Block_1,18.9,Medium,1310
8/2/2025,Main_Hostel_A,30.8,High,1926
8/3/2025,Boys_Hostel_C,27.9,High,2010
8/4/2025,Academic_Block_1,25.7,Medium,1365
8/5/2025,Main_Hostel_A,35.4,Medium,2016
8/6/2025,Central_Canteen,20.1,Low,850
8/7/2025,Indoor_Stadium,41.3,Medium,1710
8/8/2025,Indoor_Stadium,38.6,Medium,1785
8/9/2025,Indoor_Stadium,25.9,High,1445
8/10/2025,Main_Hostel_A,36,Medium,1866
8/11/2025,Central_Canteen,33.1,High,1715
8/12/2025,Indoor_Stadium,17.6,Low,805
8/13/2025,Campus_Laundry,21.9,High,2799
8/14/2025,Academic_Block_1,20.3,Low,835
8/15/2025,Indoor_Stadium,34.1,High,1705
8/16/2025,Central_Canteen,24.9,Medium,1215
8/17/2025,Central_Library,34.8,Low,490
8/18/2025,Campus_Laundry,17.9,Low,1683
8/19/2025,Boys_Hostel_C,40.1,High,2304
8/20/2025,Central_Canteen,25.6,Low,1010
8/21/2025,Indoor_Stadium,39.4,Medium,1680
8/22/2025,Girls_Hostel_B,20.6,Medium,1404
8/23/2025,Campus_Laundry,36.6,Low,2448
8/24/2025,Main_Hostel_A,32.4,Medium,1968
8/25/2025,Academic_Block_1,19,Medium,1185
8/26/2025,Garden_Irrigation,20.3,Low,1035
8/27/2025,Main_Hostel_A,32.4,Medium,1770
8/28/2025,Academic_Block_1,22.8,Medium,1275
8/29/2025,Boys_Hostel_C,28.2,Medium,1638
8/30/2025,Girls_Hostel_B,18.8,Medium,1392
8/31/2025,Garden_Irrigation,19.3,Low,940
9/1/2025,Indoor_Stadium,15.1,Medium,970
9/2/2025,Central_Canteen,23.3,Low,910
9/3/2025,Main_Hostel_A,23.1,Medium,1416
9/4/2025,Indoor_Stadium,27.1,Medium,1415
9/5/2025,Garden_Irrigation,39.6,High,1940
9/6/2025,Garden_Irrigation,18,Low,950
9/7/2025,Central_Library,36.5,Low,498
9/8/2025,Garden_Irrigation,22.3,Low,925
9/9/2025,Academic_Block_1,17.3,Medium,1095
9/10/2025,Indoor_Stadium,37.9,Medium,1560
9/11/2025,Boys_Hostel_C,18.1,Low,912
9/12/2025,Campus_Laundry,34.7,Low,2097
9/13/2025,Garden_Irrigation,15.2,Medium,1130
9/14/2025,Garden_Irrigation,23.2,Medium,1230
9/15/2025,Academic_Block_1,30,High,1735
9/16/2025,Central_Canteen,29,Medium,1530
9/17/2025,Central_Library,30.1,Medium,554
9/18/2025,Central_Library,16.7,Medium,444
9/19/2025,Garden_Irrigation,40.2,Medium,1705
9/20/2025,Boys_Hostel_C,40.7,Low,1716
9/21/2025,Main_Hostel_A,36.7,High,2100
9/22/2025,Main_Hostel_A,26.9,Medium,1728
9/23/2025,Garden_Irrigation,24.1,Low,905
9/24/2025,Academic_Block_1,38.9,Low,1510
9/25/2025,Garden_Irrigation,36.9,Medium,1560
9/26/2025,Academic_Block_1,21.9,Medium,1350
9/27/2025,Boys_Hostel_C,31.3,Medium,1788
9/28/2025,Indoor_Stadium,16.6,Low,815
9/29/2025,Main_Hostel_A,30.3,Medium,1902
9/30/2025,Garden_Irrigation,20.8,High,1555
10/1/2025,Central_Library,36.2,Medium,646
10/2/2025,Indoor_Stadium,26.8,High,1520
10/3/2025,Boys_Hostel_C,30.3,Medium,1686
10/4/2025,Indoor_Stadium,25.8,Medium,1470
10/5/2025,Academic_Block_1,40.4,Medium,1720
10/6/2025,Academic_Block_1,40.3,Low,1320
10/7/2025,Girls_Hostel_B,36.3,Low,1518
10/8/2025,Indoor_Stadium,20.5,Medium,1345
10/9/2025,Garden_Irrigation,16.9,Low,755
10/10/2025,Boys_Hostel_C,23,Medium,1506
10/11/2025,Central_Canteen,18.6,High,1355
10/12/2025,Girls_Hostel_B,25.7,Low,1188
10/13/2025,Academic_Block_1,19.4,High,1330
10/14/2025,Main_Hostel_A,29.4,Low,1416
10/15/2025,Girls_Hostel_B,32.9,Medium,1836
10/16/2025,Campus_Laundry,32.1,Low,2349
10/17/2025,Boys_Hostel_C,35.2,Low,1422
10/18/2025,Girls_Hostel_B,36.8,Medium,1998
10/19/2025,Main_Hostel_A,24.1,Medium,1530
10/20/2025,Central_Library,39.5,Low,550
10/21/2025,Central_Library,34.2,Low,516
10/22/2025,Boys_Hostel_C,37.4,Medium,1986
10/23/2025,Central_Canteen,35,High,1795
10/24/2025,Academic_Block_1,40.1,Medium,1725
10/25/2025,Garden_Irrigation,38.4,Medium,1670
10/26/2025,Central_Canteen,29.1,Medium,1555
10/27/2025,Campus_Laundry,41,Medium,2952
10/28/2025,Academic_Block_1,34.5,Medium,1620
10/29/2025,Indoor_Stadium,15.8,Medium,1085
10/30/2025,Central_Canteen,37.6,Medium,1670
10/31/2025,Central_Canteen,33,Low,1230
11/1/2025,Garden_Irrigation,31.1,Low,1260
11/2/2025,Girls_Hostel_B,28.5,Medium,1578
11/3/2025,Campus_Laundry,32.5,Medium,2682
11/4/2025,Main_Hostel_A,25.7,Medium,1722
11/5/2025,Garden_Irrigation,36.6,Low,1265
11/6/2025,Girls_Hostel_B,17.2,Medium,1518
11/7/2025,Girls_Hostel_B,17.5,Low,1032
11/8/2025,Boys_Hostel_C,15.5,Medium,1356
11/9/2025,Boys_Hostel_C,15.5,Medium,1452
11/10/2025,Academic_Block_1,19,Medium,1125
11/11/2025,Boys_Hostel_C,33.9,Low,1422
11/12/2025,Academic_Block_1,32,High,1770
11/13/2025,Boys_Hostel_C,35,Medium,1800
11/14/2025,Academic_Block_1,19.2,Low,850
11/15/2025,Central_Library,35.7,Low,520
11/16/2025,Campus_Laundry,39.3,High,3492
11/17/2025,Garden_Irrigation,18.9,Medium,1220
11/18/2025,Boys_Hostel_C,15.7,Low,858
11/19/2025,Boys_Hostel_C,15.6,High,1572
11/20/2025,Girls_Hostel_B,35,Medium,1872
11/21/2025,Indoor_Stadium,31.3,Medium,1470
11/22/2025,Main_Hostel_A,16.5,Medium,1422
11/23/2025,Central_Library,27.9,Low,436
11/24/2025,Garden_Irrigation,29.2,Medium,1560
11/25/2025,Campus_Laundry,23.2,High,2907
11/26/2025,Indoor_Stadium,26.5,Medium,1335
11/27/2025,Central_Library,25.2,High,652
11/28/2025,Garden_Irrigation,22.1,Medium,1305
11/29/2025,Campus_Laundry,32.8,Low,2088
11/30/2025,Campus_Laundry,34.3,Low,2196
12/1/2025,Girls_Hostel_B,31.8,High,2118
12/2/2025,Main_Hostel_A,22.1,Medium,1572
12/3/2025,Boys_Hostel_C,26,Low,1284
12/4/2025,Garden_Irrigation,30.8,Medium,1505
12/5/2025,Girls_Hostel_B,27.1,Low,1344
12/6/2025,Central_Library,29.7,Medium,602
12/7/2025,Garden_Irrigation,19.7,High,1430
12/8/2025,Central_Canteen,25.6,Medium,1355
12/9/2025,Girls_Hostel_B,23.2,Medium,1548
12/10/2025,Girls_Hostel_B,26.3,High,1758
12/11/2025,Girls_Hostel_B,29.4,Medium,1590
12/12/2025,Indoor_Stadium,29.5,High,1765
12/13/2025,Central_Canteen,16.8,Low,770
12/14/2025,Garden_Irrigation,16.2,Medium,1025
12/15/2025,Boys_Hostel_C,38.9,High,2376
12/16/2025,Girls_Hostel_B,16.8,Medium,1326
12/17/2025,Academic_Block_1,17,Medium,1215
12/18/2025,Central_Canteen,40.1,Medium,1665
12/19/2025,Campus_Laundry,20.2,Medium,2088
12/20/2025,Academic_Block_1,17.3,Medium,1090
12/21/2025,Main_Hostel_A,22.1,Medium,1572
12/22/2025,Academic_Block_1,19.3,Low,910
12/23/2025,Indoor_Stadium,23.8,High,1590
12/24/2025,Girls_Hostel_B,30.4,High,2142
12/25/2025,Girls_Hostel_B,16.5,Medium,1494
12/26/2025,Boys_Hostel_C,38,Medium,2124
12/27/2025,Boys_Hostel_C,41.6,Medium,2196
12/28/2025,Central_Canteen,34.1,Low,1155
12/29/2025,Main_Hostel_A,38,Medium,2046
12/30/2025,Central_Canteen,21.8,Medium,1295
12/31/2025,Garden_Irrigation,34.7,High,1800
1/1/2025,Academic_Block_1,40.5,High,1880
1/2/2025,Boys_Hostel_C,38.6,Medium,1956
1/3/2025,Girls_Hostel_B,39,Low,1674
1/4/2025,Central_Library,41.2,Medium,730
1/5/2025,Central_Library,23.3,Medium,542
1/6/2025,Girls_Hostel_B,29.9,Low,1332
1/7/2025,Boys_Hostel_C,35.4,High,2184
1/8/2025,Garden_Irrigation,25.1,Low,935
1/9/2025,Central_Canteen,20.2,Medium,1280
1/10/2025,Central_Canteen,26.2,High,1465
1/11/2025,Indoor_Stadium,37.1,Low,1425
1/12/2025,Garden_Irrigation,19.6,Medium,1205
1/13/2025,Central_Canteen,41.8,High,1905
1/14/2025,Academic_Block_1,17.7,Medium,1205
1/15/2025,Academic_Block_1,39.8,Medium,1650
1/16/2025,Central_Canteen,29.9,Medium,1400
1/17/2025,Indoor_Stadium,33.7,Medium,1585
1/18/2025,Central_Canteen,29.1,High,1765
1/19/2025,Academic_Block_1,27.9,Medium,1485
1/20/2025,Central_Canteen,39.3,High,1920
1/21/2025,Main_Hostel_A,15.4,Low,852
1/22/2025,Girls_Hostel_B,38.6,Low,1668
1/23/2025,Garden_Irrigation,21.8,Medium,1255
1/24/2025,Boys_Hostel_C,26.7,Medium,1680
1/25/2025,Indoor_Stadium,38.3,Medium,1565
1/26/2025,Academic_Block_1,27.7,Low,1220
1/27/2025,Academic_Block_1,36.9,Medium,1660
1/28/2025,Indoor_Stadium,37.4,Medium,1595
1/29/2025,Academic_Block_1,15.3,Medium,1205
1/30/2025,Garden_Irrigation,30.6,Low,1280
1/31/2025,Central_Canteen,36.7,Medium,1620
2/1/2025,Indoor_Stadium,41.3,High,1970
2/2/2025,Main_Hostel_A,15.2,Medium,1266
2/3/2025,Main_Hostel_A,29.2,Medium,1854
2/4/2025,Main_Hostel_A,16.3,Low,1128
2/5/2025,Boys_Hostel_C,19.4,Low,954
2/6/2025,Campus_Laundry,41.1,Low,2574
2/7/2025,Indoor_Stadium,19,Low,905
2/8/2025,Girls_Hostel_B,19.5,Medium,1386
2/9/2025,Main_Hostel_A,16.5,Medium,1488
2/10/2025,Boys_Hostel_C,34.6,Low,1674
2/11/2025,Central_Canteen,23.2,Medium,1375
2/12/2025,Main_Hostel_A,26.4,Medium,1740
2/13/2025,Campus_Laundry,36.2,Low,2511
2/14/2025,Indoor_Stadium,33.1,High,1760
2/15/2025,Indoor_Stadium,24.4,Medium,1325
2/16/2025,Indoor_Stadium,36.8,Medium,1585
2/17/2025,Boys_Hostel_C,41.2,Medium,2016
2/18/2025,Central_Canteen,16.6,Medium,1050
2/19/2025,Garden_Irrigation,27.3,Medium,1405
2/20/2025,Central_Canteen,18.8,Medium,1125
2/21/2025,Garden_Irrigation,16.5,Low,830
2/22/2025,Indoor_Stadium,27.2,Medium,1275
2/23/2025,Central_Library,40.7,Medium,704
2/24/2025,Garden_Irrigation,17.5,Medium,1195
2/25/2025,Girls_Hostel_B,29.2,High,2010
2/26/2025,Main_Hostel_A,23.5,High,1836
2/27/2025,Academic_Block_1,20.7,Low,840
2/28/2025,Central_Library,17.8,Low,374
3/1/2025,Girls_Hostel_B,25.9,Medium,1632
3/2/2025,Academic_Block_1,35.1,Medium,1545
3/3/2025,Campus_Laundry,15.3,Medium,2124
3/4/2025,Campus_Laundry,32.1,Medium,2745
3/5/2025,Academic_Block_1,41.8,Low,1335
3/6/2025,Campus_Laundry,23.1,Medium,2223
3/7/2025,Central_Library,21.4,Medium,548
3/8/2025,Academic_Block_1,20.2,Low,1035
3/9/2025,Indoor_Stadium,25.2,Low,1045
3/10/2025,Central_Library,27.3,Low,422
3/11/2025,Indoor_Stadium,39.7,Medium,1665
3/12/2025,Indoor_Stadium,30.8,High,1640
3/13/2025,Central_Canteen,40.4,Medium,1830
3/14/2025,Main_Hostel_A,39.8,High,2220
3/15/2025,Garden_Irrigation,24.7,Low,1005
3/16/2025,Campus_Laundry,41.5,High,3663
3/17/2025,Central_Library,34.2,Low,494
3/18/2025,Girls_Hostel_B,26.6,High,1938
3/19/2025,Central_Library,16.9,Medium,466
3/20/2025,Central_Library,24.8,High,570
3/21/2025,Central_Canteen,28.1,High,1520
3/22/2025,Central_Canteen,30.2,High,1725
3/23/2025,Central_Canteen,21.2,Low,890
3/24/2025,Central_Canteen,15.1,Medium,995
3/25/2025,Main_Hostel_A,34.6,Low,1422
3/26/2025,Main_Hostel_A,17.2,Low,1056
3/27/2025,Indoor_Stadium,36.5,High,1845
3/28/2025,Main_Hostel_A,32.6,Medium,1776
3/29/2025,Central_Canteen,34.7,Medium,1520
3/30/2025,Academic_Block_1,35.1,Medium,1630
3/31/2025,Garden_Irrigation,25.1,High,1460
4/1/2025,Campus_Laundry,19.3,Medium,2205
4/2/2025,Boys_Hostel_C,36.7,High,2142
4/3/2025,Main_Hostel_A,24.9,Medium,1644
4/4/2025,Academic_Block_1,20.2,Medium,1315
4/5/2025,Central_Library,40.9,Medium,670
4/6/2025,Campus_Laundry,40.4,High,3321
4/7/2025,Campus_Laundry,25.4,Medium,2214
4/8/2025,Garden_Irrigation,29.4,Low,1080
4/9/2025,Central_Canteen,29.9,Medium,1515
4/10/2025,Central_Library,20.6,Low,368
4/11/2025,Boys_Hostel_C,32.5,Medium,1776
4/12/2025,Girls_Hostel_B,27.8,Low,1224
4/13/2025,Central_Library,26.7,Medium,524
4/14/2025,Central_Canteen,30.7,Medium,1405
4/15/2025,Main_Hostel_A,16.9,Medium,1308
4/16/2025,Central_Library,33.2,Low,474
4/17/2025,Girls_Hostel_B,35.2,Medium,1896
4/18/2025,Academic_Block_1,41.3,High,1890
4/19/2025,Boys_Hostel_C,22.7,High,1704
4/20/2025,Academic_Block_1,17.9,Low,820
4/21/2025,Central_Library,31.5,Low,442
4/22/2025,Main_Hostel_A,24.7,High,1740
4/23/2025,Indoor_Stadium,33.2,Medium,1665
4/24/2025,Garden_Irrigation,38,Medium,1760
4/25/2025,Academic_Block_1,26.6,Medium,1290
4/26/2025,Campus_Laundry,37.9,Medium,3114
4/27/2025,Garden_Irrigation,35.8,Low,1275
4/28/2025,Central_Library,33.4,Low,526
4/29/2025,Academic_Block_1,40.1,Medium,1730
4/30/2025,Central_Canteen,20.4,High,1540
5/1/2025,Boys_Hostel_C,35.3,Medium,1818
5/2/2025,Garden_Irrigation,17.9,Low,835
5/3/2025,Main_Hostel_A,26.7,Low,1194
5/4/2025,Boys_Hostel_C,41.3,Low,1794
5/5/2025,Main_Hostel_A,40.3,High,2376
5/6/2025,Main_Hostel_A,31.7,Medium,1902
5/7/2025,Indoor_Stadium,22.8,Low,1050
5/8/2025,Garden_Irrigation,31.8,Low,1150
5/9/2025,Main_Hostel_A,17,Medium,1218
5/10/2025,Garden_Irrigation,36.2,High,1705
5/11/2025,Academic_Block_1,41,Low,1530
5/12/2025,Academic_Block_1,22.3,Medium,1330
5/13/2025,Academic_Block_1,18.1,Low,940
5/14/2025,Boys_Hostel_C,40.2,Low,1824
5/15/2025,Central_Canteen,21.4,Low,835
5/16/2025,Campus_Laundry,16.8,Medium,1998
5/17/2025,Central_Canteen,41.3,Low,1445
5/18/2025,Campus_Laundry,30.5,Medium,2691
5/19/2025,Garden_Irrigation,33.4,Medium,1625
5/20/2025,Central_Canteen,24.9,High,1430
5/21/2025,Academic_Block_1,15.2,Medium,1160
5/22/2025,Campus_Laundry,16.4,High,2340
5/23/2025,Main_Hostel_A,24.5,Low,1284
5/24/2025,Boys_Hostel_C,30.3,High,2064
5/25/2025,Academic_Block_1,28.1,High,1610
5/26/2025,Main_Hostel_A,30.8,Low,1428
5/27/2025,Central_Library,26.1,Low,472
5/28/2025,Central_Canteen,41.1,Medium,1770
5/29/2025,Central_Canteen,34.6,Medium,1675
5/30/2025,Girls_Hostel_B,29,Low,1410
5/31/2025,Garden_Irrigation,25.4,High,1530
6/1/2025,Indoor_Stadium,16,Low,700
6/2/2025,Academic_Block_1,41.8,Medium,1835
6/3/2025,Academic_Block_1,26.4,Medium,1290
6/4/2025,Central_Library,27,Low,458
6/5/2025,Central_Library,39.9,Low,596
6/6/2025,Main_Hostel_A,19.8,Low,1224
6/7/2025,Academic_Block_1,40.3,Medium,1800
6/8/2025,Campus_Laundry,19.2,High,2655
6/9/2025,Main_Hostel_A,28.2,Medium,1716
6/10/2025,Garden_Irrigation,31.3,Low,1170
6/11/2025,Girls_Hostel_B,20.1,Medium,1350
6/12/2025,Garden_Irrigation,27.1,High,1665
6/13/2025,Garden_Irrigation,31.2,Medium,1535
6/14/2025,Central_Library,38.6,Low,554
6/15/2025,Campus_Laundry,34.1,Medium,2871
6/16/2025,Girls_Hostel_B,19.8,High,1824
6/17/2025,Campus_Laundry,35.6,High,3402
6/18/2025,Boys_Hostel_C,31.5,Medium,1920
6/19/2025,Central_Canteen,26.3,Medium,1400
6/20/2025,Central_Canteen,24.2,Medium,1380
6/21/2025,Garden_Irrigation,15.8,Low,695
6/22/2025,Girls_Hostel_B,34,Low,1512
6/23/2025,Garden_Irrigation,36.9,High,1785
6/24/2025,Garden_Irrigation,40,Medium,1800
6/25/2025,Central_Library,17.9,Medium,510
6/26/2025,Academic_Block_1,30.9,High,1670
6/27/2025,Main_Hostel_A,33.2,Low,1374
6/28/2025,Main_Hostel_A,23.5,Medium,1626
6/29/2025,Garden_Irrigation,27.2,Medium,1445
6/30/2025,Central_Library,38.6,Low,574
7/1/2025,Garden_Irrigation,18.1,Medium,1075
7/2/2025,Central_Canteen,35.6,Low,1275
7/3/2025,Campus_Laundry,35.1,High,3204
7/4/2025,Central_Canteen,34.1,Medium,1525
7/5/2025,Indoor_Stadium,18.1,Medium,1235
7/6/2025,Girls_Hostel_B,32,High,2082
7/7/2025,Academic_Block_1,16.8,Medium,1050
7/8/2025,Central_Canteen,28.1,Low,1010
7/9/2025,Academic_Block_1,37.1,Low,1345
7/10/2025,Indoor_Stadium,31,High,1575
